Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID8609,8609,560,0.047,137.122,331.508,0,46,46,25,1,-10921639,1.645,2,1,2,3331,0.479,28.444,0.045,0.294
ID8824,8824,560,0.032,134.147,337.303,0,47,47,25,1,-10921639,1.645,2,1,2,3332,0.479,18.870,0.031,0.204
ID9713,9713,560,0.028,133.903,336.932,0,48,48,25,1,-10921639,1.671,2,1,2,3383,0.470,25.176,0.006,0.039
ID9494,9494,560,0.043,127.943,337.910,0,49,49,25,1,-10921639,1.788,2,1,2,3620,0.409,95.000,0.048,0.399
ID9041,9041,560,0.042,130.662,338.716,0,50,50,25,1,-10921639,1.787,2,1,2,3619,0.409,95.000,0.048,0.399
ID9934,9934,560,0.059,130.065,324.850,0,51,51,25,1,-10921639,1.835,2,1,2,3715,0.372,90.300,0.084,0.767
ID11287,11287,560,0.053,122.608,327.738,0,52,52,25,1,-10921639,1.786,2,1,2,3617,0.410,85.961,0.071,0.581
ID12167,12167,560,0.056,122.527,327.856,0,53,53,25,1,-10921639,1.660,2,1,2,3362,0.474,89.386,0.069,0.454
ID10374,10374,560,0.036,94.256,336.778,0,54,54,25,1,-10921639,1.711,2,1,2,3464,0.454,39.038,0.046,0.331
ID10144,10144,560,0.032,71.643,339.628,0,55,55,25,1,-10921639,1.745,2,1,2,3534,0.436,25.463,0.029,0.224
ID10796,10796,560,0.030,70.182,338.358,0,56,56,25,1,-10921639,1.703,2,1,2,3449,0.457,90.088,0.039,0.280
ID8405,8405,561,0.055,1223.000,351.000,0,44,44,25,1,-10921639,0.887,1,0,2,1795.918,0.787,53.922,0.148,0.291
ID6546,6546,561,0.029,1223.000,346.000,0,45,45,25,1,-10921639,0.735,1,0,2,1488.194,0.653,43.764,0.128,0.256
ID8610,8610,561,0.059,1223.000,332.000,0,46,46,25,1,-10921639,0.828,1,0,2,1676.631,0.738,46.137,0.196,0.368
ID8823,8823,561,0.038,1223.000,331.000,0,47,47,25,1,-10921639,0.727,1,0,2,1473.036,0.637,10.000,0.124,0.253
ID9711,9711,561,0.079,1223.000,329.000,0,48,48,25,1,-10921639,0.819,1,0,2,1657.802,0.728,19.271,0.184,0.350
ID9493,9493,561,0.072,1223.000,326.000,0,49,49,25,1,-10921639,0.827,1,0,2,1674.186,0.738,15.840,0.184,0.347
ID9040,9040,561,0.055,1223.000,322.000,0,50,50,25,1,-10921639,0.803,1,0,2,1625.107,0.716,15.947,0.133,0.264
ID9932,9932,561,0.069,1223.000,321.000,0,51,51,25,1,-10921639,0.809,1,0,2,1638.013,0.721,15.259,0.174,0.332
ID11285,11285,561,0.070,1223.000,319.000,0,52,52,25,1,-10921639,0.825,1,0,2,1670.838,0.735,18.251,0.179,0.342
ID12164,12164,561,0.079,1223.000,316.000,0,53,53,25,1,-10921639,0.813,1,0,2,1645.313,0.723,19.448,0.172,0.331
ID10369,10369,561,0.093,1223.000,315.000,0,54,54,25,1,-10921639,0.895,1,0,2,1813.245,0.790,24.569,0.212,0.396
ID10140,10140,561,0.095,1223.000,315.000,0,55,55,25,1,-10921639,1.053,1,0,2,2131.614,0.883,75.844,0.235,0.453
ID10794,10794,561,0.107,1223.000,324.000,0,56,56,25,1,-10921639,1.206,2,0,2,2442.944,0.939,63.841,0.274,0.552
ID11619,11619,561,0.088,1210.958,318.716,0,57,57,25,1,-10921639,1.507,2,0,2,3051.276,0.671,32.072,0.324,1.099
ID11528,11528,561,0.076,1223.000,311.000,0,58,58,25,1,-10921639,0.899,1,0,2,1821.467,0.793,16.727,0.188,0.359
ID11050,11050,561,0.086,1223.000,312.000,0,59,59,25,1,-10921639,0.860,1,0,2,1741.042,0.760,28.232,0.206,0.387
ID10587,10587,561,0.086,1223.000,305.000,0,60,60,25,1,-10921639,0.894,1,0,2,1809.478,0.794,18.246,0.211,0.392
ID9251,9251,561,0.071,1197.903,299.536,0,61,61,25,1,-10921639,1.504,2,1,2,3046,0.500,57.896,0.236,1.148
ID11940,11940,561,0.092,1223.000,300.000,0,62,62,25,1,-10921639,0.984,1,0,2,1992.511,0.849,46.464,0.225,0.426
ID12376,12376,561,0.099,1217.009,310.064,0,63,63,25,1,-10921639,1.325,2,0,2,2682.317,0.813,24.929,0.308,0.767
ID6547,6547,562,0.017,503.047,347.096,0,45,45,25,1,-10921639,1.219,1,1,2,2468,0.414,17.679,-0.014,-0.084
ID8612,8612,562,0.023,509.152,335.484,0,46,46,25,1,-10921639,1.209,1,1,2,2448,0.407,15.616,-0.021,-0.129
ID8817,8817,562,0.032,516.408,310.763,0,47,47,25,1,-10921639,1.181,1,1,2,2392,0.385,17.335,0.017,0.102
ID8616,8616,563,0.073,758.787,361.773,0,46,46,25,1,-10921639,1.838,2,1,2,3721,0.369,40.790,0.120,1.065
ID8829,8829,563,0.062,761.075,364.658,0,47,47,25,1,-10921639,1.792,2,1,2,3629,0.406,43.080,0.099,0.795
ID9716,9716,563,0.051,762.087,363.954,0,48,48,25,1,-10921639,1.734,2,1,2,3511,0.442,65.955,0.088,0.637
ID9498,9498,563,0.039,768.932,362.143,0,49,49,25,1,-10921639,1.668,2,1,2,3377,0.471,83.105,0.053,0.354
ID9044,9044,563,0.026,763.036,356.449,0,50,50,25,1,-10921639,1.566,2,1,2,3171,0.496,95.000,0.024,0.147
ID9936,9936,563,0.026,768.013,356.462,0,51,51,25,1,-10921639,1.645,2,1,2,3332,0.479,89.957,0.035,0.231
ID6331,6331,564,0.010,289.175,322.387,0,36,36,25,1,-10921639,1.247,1,1,2,2526,0.432,12.874,-0.010,-0.058
ID7164,7164,564,0.031,294.972,325.542,0,37,37,25,1,-10921639,1.405,1,1,2,2846,0.491,14.553,0.043,0.235
ID6753,6753,564,0.060,294.737,329.584,0,38,38,25,1,-10921639,1.476,1,1,2,2988,0.500,33.950,0.091,0.494
ID6954,6954,564,0.068,300.948,329.496,0,39,39,25,1,-10921639,1.542,2,1,2,3123,0.498,44.167,0.127,0.698
ID7780,7780,564,0.059,296.642,337.079,0,40,40,25,1,-10921639,1.415,1,1,2,2865,0.493,89.166,0.064,0.348
ID8198,8198,564,0.070,289.597,345.824,0,41,41,25,1,-10921639,1.570,2,1,2,3179,0.495,74.496,0.095,0.550
ID7588,7588,564,0.080,291.060,368.987,0,42,42,25,1,-10921639,1.922,2,1,2,3893,0.267,54.091,0.141,1.782
ID7994,7994,564,0.082,285.384,371.357,0,43,43,25,1,-10921639,1.925,2,1,2,3898,0.264,65.051,0.156,1.975
ID8412,8412,564,0.081,276.527,377.008,0,44,44,25,1,-10921639,1.950,2,1,2,3949,0.218,45.702,0.158,2.449
ID6555,6555,564,0.069,271.342,380.666,0,45,45,25,1,-10921639,1.888,2,1,2,3824,0.315,85.042,0.126,1.339
ID8622,8622,564,0.076,271.146,382.068,0,46,46,25,1,-10921639,1.873,2,1,2,3792,0.334,36.268,0.134,1.327
ID8837,8837,564,0.075,269.083,382.937,0,47,47,25,1,-10921639,1.811,2,1,2,3668,0.391,36.765,0.123,1.017
ID9723,9723,564,0.064,268.847,385.225,0,48,48,25,1,-10921639,1.732,2,1,2,3507,0.443,30.556,0.093,0.662
ID9506,9506,564,0.043,269.317,384.375,0,49,49,25,1,-10921639,1.726,2,1,2,3495,0.446,95.000,0.054,0.394
ID9053,9053,564,0.033,271.141,385.628,0,50,50,25,1,-10921639,1.654,2,1,2,3350,0.476,86.264,0.038,0.252
ID9948,9948,564,0.024,254.550,381.621,0,51,51,25,1,-10921639,1.501,2,1,2,3040,0.500,31.474,0.013,0.079
ID11300,11300,564,0.036,268.208,383.876,0,52,52,25,1,-10921639,1.698,2,1,2,3439,0.459,30.290,0.050,0.349
ID7175,7175,565,0.040,98.580,353.348,0,37,37,25,1,-10921639,1.800,2,1,2,3645,0.400,48.400,0.060,0.507
ID6762,6762,565,0.041,73.363,364.413,0,38,38,25,1,-10921639,1.873,2,1,2,3792,0.334,95.000,0.055,0.584
ID6962,6962,565,0.054,78.104,364.652,0,39,39,25,1,-10921639,1.902,2,1,2,3851,0.298,44.608,0.086,1.010
ID7787,7787,565,0.060,71.644,362.971,0,40,40,25,1,-10921639,1.927,2,1,2,3902,0.260,40.067,0.103,1.378
ID8211,8211,565,0.061,83.741,388.233,0,41,41,25,1,-10921639,1.915,2,1,2,3878,0.279,43.914,0.107,1.330
ID7594,7594,565,0.067,70.028,381.535,0,42,42,25,1,-10921639,1.970,2,1,2,3990,0.170,95.000,0.116,2.414
ID8001,8001,565,0.062,54.821,396.157,0,43,43,25,1,-10921639,1.961,2,1,2,3971,0.194,48.922,0.107,1.951
ID8418,8418,565,0.058,56.852,393.846,0,44,44,25,1,-10921639,1.951,2,1,2,3950,0.217,44.151,0.101,1.653
ID6559,6559,565,0.066,45.299,394.833,0,45,45,25,1,-10921639,1.896,2,1,2,3840,0.305,43.666,0.113,1.267
ID8624,8624,565,0.051,51.361,390.334,0,46,46,25,1,-10921639,1.946,2,1,2,3940,0.227,43.851,0.087,1.374
ID8838,8838,565,0.057,58.683,384.419,0,47,47,25,1,-10921639,1.910,2,1,2,3867,0.287,44.465,0.092,1.119
ID9725,9725,565,0.070,53.120,386.996,0,48,48,25,1,-10921639,1.848,2,1,2,3742,0.359,36.228,0.105,0.978
ID9507,9507,565,0.064,49.474,386.951,0,49,49,25,1,-10921639,1.898,2,1,2,3844,0.302,37.622,0.105,1.192
ID9054,9054,565,0.073,44.427,390.166,0,50,50,25,1,-10921639,1.895,2,1,2,3837,0.307,37.235,0.123,1.356
ID9949,9949,565,0.064,46.464,387.349,0,51,51,25,1,-10921639,1.936,2,1,2,3920,0.245,95.000,0.108,1.534
ID11302,11302,565,0.066,50.090,388.547,0,52,52,25,1,-10921639,1.887,2,1,2,3822,0.316,95.000,0.106,1.147
ID12183,12183,565,0.068,62.995,393.733,0,53,53,25,1,-10921639,1.897,2,1,2,3842,0.304,47.911,0.121,1.345
ID10388,10388,565,0.060,44.388,390.332,0,54,54,25,1,-10921639,1.886,2,1,2,3820,0.317,95.000,0.100,1.076
ID10162,10162,565,0.039,43.102,389.274,0,55,55,25,1,-10921639,1.843,2,1,2,3732,0.364,95.000,0.044,0.425
ID10832,10832,565,0.045,45.687,391.570,0,56,56,25,1,-10921639,1.886,2,1,2,3820,0.317,90.523,0.063,0.701
ID11678,11678,565,0.047,37.570,390.400,0,57,57,25,1,-10921639,1.825,2,1,2,3696,0.380,87.774,0.082,0.724
ID11572,11572,565,0.075,33.152,393.755,0,58,58,25,1,-10921639,1.892,2,1,2,3832,0.310,44.578,0.177,1.838
ID11069,11069,565,0.087,34.362,389.917,0,59,59,25,1,-10921639,1.935,2,1,2,3919,0.246,50.586,0.206,2.688
ID10611,10611,565,0.076,34.257,390.820,0,60,60,25,1,-10921639,1.932,2,1,2,3912,0.252,79.617,0.195,2.499
ID9276,9276,565,0.066,23.695,389.288,0,61,61,25,1,-10921639,1.852,2,1,2,3750,0.355,41.426,0.240,2.017
ID11963,11963,565,0.052,0.000,383.000,0,62,62,25,1,-10921639,1.201,2,0,2,2432.275,0.938,44.966,0.157,0.348
ID12399,12399,565,0.050,0.000,382.000,0,63,63,25,1,-10921639,1.175,2,0,2,2379.227,0.930,95.000,0.145,0.320
ID13907,13907,565,0.051,0.000,400.000,0,64,64,25,1,-10921639,1.180,1.870,0,2,2389.636,0.930,35.087,0.147,0.326
ID14647,14647,565,0.053,0.000,421.000,0,65,65,25,1,-10921639,1.026,1,0,2,2077.030,0.864,27.794,0.121,0.257
ID13152,13152,565,0.061,0.000,411.000,0,66,66,25,1,-10921639,1.077,1,0,2,2181.161,0.892,26.405,0.141,0.299
ID14397,14397,565,0.079,0.000,413.000,0,67,67,25,1,-10921639,1.155,1.664,0,2,2338.636,0.920,36.192,0.183,0.388
ID12647,12647,565,0.061,0.000,418.000,0,68,68,25,1,-10921639,1.108,1.338,0,2,2243.508,0.903,95.000,0.148,0.317
ID14153,14153,565,0.035,0.000,422.000,0,69,69,25,1,-10921639,0.835,1,0,2,1691.717,0.747,10.000,0.084,0.174
ID15153,15153,565,0.021,0.000,423.000,0,70,70,25,1,-10921639,0.812,1,0,2,1644.025,0.715,13.526,0.089,0.186
ID8625,8625,566,0.020,603.095,392.175,0,46,46,25,1,-10921639,1.537,2,1,2,3113,0.499,19.467,-0.006,-0.038
ID8840,8840,566,0.030,606.469,387.514,0,47,47,25,1,-10921639,1.621,2,1,2,3282,0.485,19.251,0.026,0.170
ID7174,7174,567,0.046,0.000,352.000,0,37,37,25,1,-10921639,1.218,2,0,2,2466.636,0.942,54.356,0.147,0.331
ID6766,6766,567,0.046,0.000,371.000,0,38,38,25,1,-10921639,1.152,1.870,0,2,2331.811,0.924,95.000,0.127,0.280
ID6967,6967,567,0.059,0.000,374.000,0,39,39,25,1,-10921639,1.166,1.870,0,2,2361.125,0.928,35.161,0.151,0.330
ID7794,7794,567,0.063,0.000,383.000,0,40,40,25,1,-10921639,1.171,1.870,0,2,2371.971,0.929,86.799,0.165,0.357
ID8206,8206,567,0.067,0.000,374.000,0,41,41,25,1,-10921639,1.209,2,0,2,2447.636,0.939,45.627,0.177,0.388
ID7592,7592,567,0.067,0.000,378.000,0,42,42,25,1,-10921639,1.196,2,0,2,2421.291,0.935,44.740,0.180,0.391
ID7999,7999,567,0.059,0.000,384.000,0,43,43,25,1,-10921639,1.185,2,0,2,2400.636,0.931,43.460,0.160,0.351
ID8415,8415,567,0.058,0.000,388.000,0,44,44,25,1,-10921639,1.141,1.664,0,2,2310.396,0.917,34.510,0.154,0.333
ID6561,6561,567,0.059,0.000,400.000,0,45,45,25,1,-10921639,1.120,1.338,0,2,2268.891,0.908,33.792,0.141,0.304
ID8626,8626,567,0.050,0.000,393.000,0,46,46,25,1,-10921639,1.201,2,0,2,2432.313,0.938,95.000,0.144,0.322
ID8842,8842,567,0.046,0.000,393.000,0,47,47,25,1,-10921639,1.073,1,0,2,2173.276,0.895,25.003,0.112,0.241
ID9724,9724,567,0.072,0.000,387.000,0,48,48,25,1,-10921639,1.040,1,0,2,2106.269,0.881,25.432,0.170,0.344
ID9504,9504,567,0.033,0.000,374.000,0,49,49,25,1,-10921639,1.109,1.338,0,2,2245.007,0.905,47.896,0.124,0.270
ID9946,9946,567,0.046,0.000,378.000,0,51,51,25,1,-10921639,1.189,2,0,2,2406.741,0.934,44.178,0.144,0.320
ID11299,11299,567,0.057,0.000,377.000,0,52,52,25,1,-10921639,1.181,2,0,2,2391.381,0.933,36.765,0.162,0.354
ID12180,12180,567,0.054,0.000,376.000,0,53,53,25,1,-10921639,1.199,2,0,2,2428.829,0.937,95.000,0.154,0.342
ID10386,10386,567,0.049,0.000,376.000,0,54,54,25,1,-10921639,1.187,2,0,2,2403.419,0.933,44.034,0.149,0.330
ID10159,10159,567,0.012,0.000,379.000,0,55,55,25,1,-10921639,1.072,1,0,2,2170.279,0.889,95.000,0.046,0.106
ID10812,10812,567,0.033,0.000,363.000,0,56,56,25,1,-10921639,1.115,1.338,0,2,2258.358,0.908,72.732,0.124,0.270
ID11637,11637,567,0.043,0.000,360.000,0,57,57,25,1,-10921639,1.071,1,0,2,2168.903,0.886,76.453,0.107,0.234
ID11550,11550,567,0.033,0.000,360.000,0,58,58,25,1,-10921639,0.935,1,0,2,1893.531,0.812,87.197,0.090,0.190
ID7597,7597,568,0.079,1223.000,400.000,0,42,42,25,1,-10921639,1.090,1,0,2,2206.975,0.904,30.821,0.189,0.383
ID8005,8005,568,0.055,1194.857,406.036,0,43,43,25,1,-10921639,1.723,2,1,2,3490,0.447,67.956,0.184,1.195
ID8416,8416,568,0.058,1175.353,388.217,0,44,44,25,1,-10921639,1.429,1,1,2,2894,0.495,22.046,0.057,0.310
ID6558,6558,568,0.072,1176.668,391.704,0,45,45,25,1,-10921639,1.500,1,1,2,3037,0.500,22.703,0.100,0.547
ID8627,8627,568,0.078,1177.139,393.767,0,46,46,25,1,-10921639,1.504,2,1,2,3045,0.500,23.426,0.119,0.639
ID8841,8841,568,0.083,1174.753,386.938,0,47,47,25,1,-10921639,1.494,1,1,2,3025,0.500,24.389,0.122,0.649
ID9728,9728,568,0.080,1177.319,402.502,0,48,48,25,1,-10921639,1.541,2,1,2,3121,0.498,28.508,0.134,0.732
ID9513,9513,568,0.094,1189.380,403.004,0,49,49,25,1,-10921639,1.811,2,1,2,3668,0.391,78.397,0.211,1.615
ID9952,9952,568,0.084,1184.139,398.943,0,51,51,25,1,-10921639,1.786,2,1,2,3617,0.410,91.395,0.163,1.221
ID11304,11304,568,0.070,1185.962,407.878,0,52,52,25,1,-10921639,1.551,2,1,2,3140,0.498,95.000,0.121,0.675
ID10390,10390,568,0.083,1180.231,402.447,0,54,54,25,1,-10921639,1.702,2,1,2,3446,0.458,95.000,0.140,0.915
ID10164,10164,568,0.086,1180.780,400.422,0,55,55,25,1,-10921639,1.708,2,1,2,3458,0.455,95.000,0.143,0.939
ID10834,10834,568,0.077,1182.380,394.034,0,56,56,25,1,-10921639,1.647,2,1,2,3336,0.478,95.000,0.135,0.822
ID8000,8000,569,0.074,949.750,394.884,0,43,43,25,1,-10921639,1.702,2,1,2,3446,0.458,34.532,0.114,0.762
ID8419,8419,569,0.083,948.133,394.500,0,44,44,25,1,-10921639,1.734,2,1,2,3511,0.442,90.467,0.129,0.895
ID6560,6560,569,0.085,949.123,396.578,0,45,45,25,1,-10921639,1.713,2,1,2,3469,0.452,34.186,0.124,0.836
ID8628,8628,569,0.093,950.940,398.227,0,46,46,25,1,-10921639,1.717,2,1,2,3476,0.451,33.832,0.153,1.012
ID8843,8843,569,0.082,949.979,397.456,0,47,47,25,1,-10921639,1.691,2,1,2,3425,0.462,35.066,0.142,0.909
ID9726,9726,569,0.096,943.689,394.075,0,48,48,25,1,-10921639,1.868,2,1,2,3783,0.338,45.612,0.181,1.692
ID9510,9510,569,0.093,946.331,394.874,0,49,49,25,1,-10921639,1.777,2,1,2,3598,0.417,35.538,0.157,1.160
ID9056,9056,569,0.079,950.394,396.864,0,50,50,25,1,-10921639,1.705,2,1,2,3452,0.456,33.692,0.142,0.927
ID9950,9950,569,0.094,943.295,392.935,0,51,51,25,1,-10921639,1.944,2,1,2,3937,0.230,48.239,0.183,2.617
ID11303,11303,569,0.082,943.916,396.118,0,52,52,25,1,-10921639,1.913,2,1,2,3873,0.283,46.185,0.165,1.920
ID12185,12185,569,0.080,945.102,402.182,0,53,53,25,1,-10921639,1.828,2,1,2,3702,0.377,46.697,0.146,1.234
ID10392,10392,569,0.061,944.275,406.887,0,54,54,25,1,-10921639,1.679,2,1,2,3400,0.467,88.283,0.074,0.495
ID10165,10165,569,0.061,946.999,402.868,0,55,55,25,1,-10921639,1.724,2,1,2,3492,0.447,29.581,0.080,0.568
ID10838,10838,569,0.064,949.917,401.610,0,56,56,25,1,-10921639,1.638,2,1,2,3316,0.481,29.395,0.073,0.464
ID11682,11682,569,0.055,952.076,398.522,0,57,57,25,1,-10921639,1.608,2,1,2,3257,0.488,95.000,0.058,0.364
ID11579,11579,569,0.037,941.261,405.152,0,58,58,25,1,-10921639,1.655,2,1,2,3352,0.475,73.713,0.032,0.219
ID11070,11070,569,0.053,948.564,391.759,0,59,59,25,1,-10921639,1.747,2,1,2,3537,0.435,34.610,0.092,0.680
ID10612,10612,569,0.060,948.574,390.627,0,60,60,25,1,-10921639,1.813,2,1,2,3671,0.390,41.133,0.099,0.840
ID9277,9277,569,0.059,949.620,391.882,0,61,61,25,1,-10921639,1.809,2,1,2,3664,0.393,91.152,0.097,0.814
ID11967,11967,569,0.034,951.226,403.529,0,62,62,25,1,-10921639,1.609,2,1,2,3259,0.488,28.972,0.031,0.201
ID8004,8004,570,0.021,223.703,404.695,0,43,43,25,1,-10921639,1.566,2,1,2,3171,0.496,16.308,-7.677E-4,-0.005
ID8423,8423,570,0.018,218.500,404.891,0,44,44,25,1,-10921639,1.582,2,1,2,3203,0.493,40.672,0.024,0.150
ID6562,6562,570,0.029,215.080,411.888,0,45,45,25,1,-10921639,1.597,2,1,2,3233,0.491,23.525,0.010,0.066
ID8631,8631,570,0.029,213.279,412.619,0,46,46,25,1,-10921639,1.487,1,1,2,3012,0.500,23.620,0.009,0.054
ID8845,8845,570,0.018,213.196,409.787,0,47,47,25,1,-10921639,1.448,1,1,2,2932,0.497,15.025,0.005,0.029
ID9729,9729,570,0.038,204.188,406.503,0,48,48,25,1,-10921639,1.611,2,1,2,3262,0.488,33.294,0.051,0.323
ID9509,9509,570,0.031,198.788,392.797,0,49,49,25,1,-10921639,1.678,2,1,2,3397,0.468,95.000,0.015,0.107
ID9058,9058,570,0.042,203.992,400.982,0,50,50,25,1,-10921639,1.687,2,1,2,3416,0.464,95.000,0.064,0.438
ID6573,6573,571,0.082,416.172,443.600,0,45,45,25,1,-10921639,1.967,2,1,2,3984,0.178,55.808,0.144,2.797
ID8633,8633,571,0.081,421.002,430.483,0,46,46,25,1,-10921639,1.912,2,1,2,3871,0.284,95.000,0.135,1.605
ID8852,8852,571,0.073,428.446,443.802,0,47,47,25,1,-10921639,2.000,2,2,2,4050,0.000,52.169,0.130,Infinity
ID9741,9741,571,0.083,424.838,451.010,0,48,48,25,1,-10921639,1.950,2,1,2,3948,0.219,95.000,0.147,2.283
ID9518,9518,571,0.072,413.494,427.595,0,49,49,25,1,-10921639,1.864,2,1,2,3775,0.343,66.569,0.111,1.091
ID9063,9063,571,0.074,412.454,426.636,0,50,50,25,1,-10921639,1.949,2,1,2,3947,0.220,58.894,0.120,1.902
ID9957,9957,571,0.078,417.163,433.857,0,51,51,25,1,-10921639,1.972,2,1,2,3994,0.164,53.444,0.139,2.927
ID8424,8424,572,0.032,838.319,420.203,0,44,44,25,1,-10921639,1.558,2,1,2,3155,0.497,20.447,0.023,0.140
ID6566,6566,572,0.012,841.360,427.239,0,45,45,25,1,-10921639,1.440,1,1,2,2917,0.497,18.750,-0.016,-0.095
ID8636,8636,572,0.078,866.270,435.269,0,46,46,25,1,-10921639,1.737,2,1,2,3517,0.440,36.283,0.123,0.862
ID8849,8849,572,0.075,869.987,439.892,0,47,47,25,1,-10921639,1.857,2,1,2,3761,0.350,45.375,0.132,1.237
ID9733,9733,572,0.071,868.448,434.936,0,48,48,25,1,-10921639,1.806,2,1,2,3657,0.396,41.318,0.125,1.013
ID9520,9520,572,0.053,859.718,433.643,0,49,49,25,1,-10921639,1.661,2,1,2,3364,0.473,26.323,0.067,0.442
ID9066,9066,572,0.052,853.535,427.764,0,50,50,25,1,-10921639,1.480,1,1,2,2996,0.500,26.340,0.029,0.166
ID9955,9955,572,0.061,848.278,422.570,0,51,51,25,1,-10921639,1.597,2,1,2,3234,0.491,30.335,0.071,0.429
ID11307,11307,572,0.066,848.906,426.481,0,52,52,25,1,-10921639,1.644,2,1,2,3329,0.479,95.000,0.081,0.515
ID12190,12190,572,0.065,851.491,425.547,0,53,53,25,1,-10921639,1.703,2,1,2,3448,0.457,91.041,0.086,0.592
ID10395,10395,572,0.045,846.258,425.581,0,54,54,25,1,-10921639,1.567,2,1,2,3174,0.496,22.643,0.050,0.302
ID6365,6365,573,0.086,364.170,435.898,0,36,36,25,1,-10921639,1.937,2,1,2,3922,0.243,77.762,0.158,2.172
ID7195,7195,573,0.092,365.902,436.484,0,37,37,25,1,-10921639,1.939,2,1,2,3926,0.240,44.912,0.171,2.357
ID6784,6784,573,0.090,368.856,440.731,0,38,38,25,1,-10921639,1.963,2,1,2,3975,0.189,84.259,0.164,2.929
ID6988,6988,573,0.084,374.392,445.300,0,39,39,25,1,-10921639,1.954,2,1,2,3956,0.210,95.000,0.145,2.350
ID7808,7808,573,0.080,375.980,444.474,0,40,40,25,1,-10921639,1.942,2,1,2,3932,0.234,95.000,0.138,2.016
ID8224,8224,573,0.084,369.605,440.497,0,41,41,25,1,-10921639,1.951,2,1,2,3951,0.216,44.860,0.148,2.338
ID7605,7605,573,0.085,374.663,445.545,0,42,42,25,1,-10921639,1.932,2,1,2,3913,0.251,85.192,0.147,1.977
ID8015,8015,573,0.090,374.508,451.255,0,43,43,25,1,-10921639,1.967,2,1,2,3984,0.178,46.563,0.171,3.234
ID6576,6576,573,0.088,373.071,457.109,0,45,45,25,1,-10921639,1.879,2,1,2,3805,0.326,51.201,0.158,1.569
ID8637,8637,573,0.072,369.860,446.347,0,46,46,25,1,-10921639,1.832,2,1,2,3709,0.374,91.385,0.121,1.056
ID8858,8858,573,0.091,388.293,456.588,0,47,47,25,1,-10921639,1.891,2,1,2,3830,0.311,40.644,0.166,1.729
ID9744,9744,573,0.085,380.547,456.315,0,48,48,25,1,-10921639,1.859,2,1,2,3765,0.348,40.553,0.149,1.386
ID6998,6998,574,0.043,1220.105,487.136,0,39,39,25,1,-10921639,1.194,1.338,0,2,2417.373,0.863,19.382,0.150,0.360
ID7821,7821,574,0.031,1223.000,484.000,0,40,40,25,1,-10921639,1.060,1,0,2,2146.735,0.887,15.987,0.096,0.209
ID8233,8233,574,0.033,1223.000,473.000,0,41,41,25,1,-10921639,0.980,1,0,2,1983.657,0.844,34.561,0.127,0.262
ID7615,7615,574,0.063,1223.000,475.000,0,42,42,25,1,-10921639,0.964,1,0,2,1952.784,0.834,16.902,0.154,0.309
ID8021,8021,574,0.086,1223.000,471.000,0,43,43,25,1,-10921639,1.072,1,0,2,2170.705,0.890,35.961,0.203,0.406
ID8441,8441,574,0.070,1223.000,465.000,0,44,44,25,1,-10921639,1.055,1,0,2,2136.424,0.882,34.393,0.194,0.388
ID6575,6575,574,0.036,1223.000,449.000,0,45,45,25,1,-10921639,0.900,1,0,2,1822.149,0.791,24.778,0.049,0.105
ID8638,8638,574,0.011,1223.000,448.000,0,46,46,25,1,-10921639,0.781,1,0,2,1581.102,0.693,84.680,0.011,0.025
ID8854,8854,574,0.015,1223.000,451.000,0,47,47,25,1,-10921639,0.763,1,0,2,1545.265,0.674,82.809,0.030,0.066
ID9737,9737,574,0.049,1223.000,448.000,0,48,48,25,1,-10921639,0.852,1,0,2,1725.673,0.756,85.285,0.115,0.233
ID9523,9523,574,0.049,1223.000,448.000,0,49,49,25,1,-10921639,0.965,1,0,2,1953.133,0.839,23.092,0.125,0.256
ID9070,9070,574,0.058,1223.000,442.000,0,50,50,25,1,-10921639,1.074,1,0,2,2175.827,0.894,35.549,0.151,0.314
ID9958,9958,574,0.066,1223.000,440.000,0,51,51,25,1,-10921639,1.182,2,0,2,2392.806,0.932,44.556,0.194,0.412
ID11311,11311,574,0.060,1223.000,443.000,0,52,52,25,1,-10921639,1.048,1,0,2,2121.959,0.886,45.949,0.170,0.343
ID12187,12187,574,0.033,1223.000,417.000,0,53,53,25,1,-10921639,0.980,1,0,2,1984.623,0.842,95.000,0.100,0.211
ID10389,10389,574,0.017,1223.000,397.000,0,54,54,25,1,-10921639,0.876,1,0,2,1774.906,0.768,10.000,0.072,0.153
ID10160,10160,574,0.016,1223.000,386.000,0,55,55,25,1,-10921639,0.814,1,0,2,1647.367,0.721,95.000,0.029,0.063
ID8014,8014,575,0.059,542.084,440.041,0,43,43,25,1,-10921639,1.476,1,1,2,2988,0.500,20.657,0.085,0.462
ID8429,8429,575,0.077,548.503,434.323,0,44,44,25,1,-10921639,1.616,2,1,2,3273,0.486,30.717,0.106,0.635
ID6572,6572,575,0.075,543.533,441.431,0,45,45,25,1,-10921639,1.781,2,1,2,3607,0.414,33.613,0.116,0.895
ID8639,8639,575,0.055,528.875,449.246,0,46,46,25,1,-10921639,1.667,2,1,2,3375,0.472,29.698,0.066,0.437
