Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID2306,2306,0,0.087,268.842,483.933,0,0,0,25,1,-10921639,1.918,2,1,2,3884,0.274,48.669,0.152,1.845
ID1576,1576,0,0.103,262.768,503.266,0,1,1,25,1,-10921639,1.763,2,1,2,3571,0.425,35.440,0.172,1.217
ID1268,1268,0,0.103,274.696,505.099,0,2,2,25,1,-10921639,1.808,2,1,2,3662,0.394,35.371,0.183,1.424
ID968,968,0,0.098,271.553,510.145,0,3,3,25,1,-10921639,1.708,2,1,2,3459,0.455,34.755,0.153,0.995
ID824,824,0,0.096,279.417,497.212,0,4,4,25,1,-10921639,1.846,2,1,2,3738,0.361,42.930,0.166,1.458
ID533,533,0,0.098,278.870,502.079,0,5,5,25,1,-10921639,1.822,2,1,2,3690,0.382,35.896,0.174,1.415
ID672,672,0,0.097,280.639,495.268,0,6,6,25,1,-10921639,1.733,2,1,2,3510,0.442,33.333,0.160,1.083
ID2208,2208,0,0.095,279.511,484.503,0,7,7,25,1,-10921639,1.784,2,1,2,3612,0.412,34.948,0.152,1.140
ID1882,1882,0,0.079,275.640,495.072,0,8,8,25,1,-10921639,1.672,2,1,2,3385,0.470,32.865,0.103,0.664
ID1416,1416,0,0.078,265.918,495.136,0,9,9,25,1,-10921639,1.901,2,1,2,3850,0.298,40.668,0.130,1.467
ID2042,2042,0,0.086,266.741,485.099,0,10,10,25,1,-10921639,1.892,2,1,2,3831,0.311,39.677,0.145,1.547
ID1112,1112,0,0.085,268.206,485.330,0,11,11,25,1,-10921639,1.823,2,1,2,3691,0.382,34.828,0.138,1.154
ID2630,2630,0,0.088,267.104,483.299,0,12,12,25,1,-10921639,1.904,2,1,2,3856,0.294,45.489,0.155,1.739
ID367,367,0,0.081,265.341,482.086,0,13,13,25,1,-10921639,1.824,2,1,2,3693,0.381,35.285,0.126,1.073
ID1753,1753,0,0.079,267.208,493.494,0,14,14,25,1,-10921639,1.768,2,1,2,3581,0.422,38.257,0.122,0.912
ID2471,2471,0,0.073,271.617,503.290,0,15,15,25,1,-10921639,1.739,2,1,2,3521,0.439,30.491,0.115,0.817
ID3366,3366,0,0.078,276.689,508.332,0,16,16,25,1,-10921639,1.682,2,1,2,3407,0.466,30.008,0.114,0.740
ID3906,3906,0,0.060,280.916,521.063,0,17,17,25,1,-10921639,1.492,1,1,2,3021,0.500,24.524,0.075,0.416
ID4831,4831,0,0.048,287.000,525.922,0,18,18,25,1,-10921639,1.329,1,1,2,2692,0.470,18.908,0.042,0.230
ID5408,5408,0,0.025,291.115,529.194,0,19,19,25,1,-10921639,1.195,1,1,2,2419,0.396,16.632,0.005,0.032
ID3201,3201,0,0.018,294.578,540.574,0,20,20,25,1,-10921639,1.142,1,1,2,2313,0.349,95.000,0.007,0.042
ID2180,2180,1,0.082,794.596,130.852,0,0,0,25,1,-10921639,1.847,2,1,2,3741,0.360,50.685,0.143,1.282
ID1501,1501,1,0.070,798.924,106.847,0,1,1,25,1,-10921639,1.583,2,1,2,3205,0.493,29.531,0.091,0.535
ID1194,1194,1,0.066,803.211,95.506,0,2,2,25,1,-10921639,1.647,2,1,2,3335,0.478,74.900,0.094,0.591
ID2372,2372,2,0.101,496.098,817.239,0,0,0,25,1,-10921639,1.895,2,1,2,3838,0.306,47.614,0.187,1.952
ID1617,1617,2,0.063,490.615,814.865,0,1,1,25,1,-10921639,1.381,1,1,2,2797,0.486,20.339,0.077,0.407
ID1309,1309,2,0.046,481.696,823.663,0,2,2,25,1,-10921639,1.235,1,1,2,2500,0.424,23.853,0.044,0.248
ID1015,1015,2,0.040,476.447,833.730,0,3,3,25,1,-10921639,1.150,1,1,2,2328,0.357,15.732,0.034,0.213
ID871,871,2,0.030,476.083,841.331,0,4,4,25,1,-10921639,1.087,1,1,2,2201,0.282,13.302,0.037,0.275
ID2246,2246,3,0.063,604.528,310.299,0,0,0,25,1,-10921639,1.931,2,1,2,3910,0.254,41.570,0.109,1.498
ID1534,1534,3,0.060,619.594,295.182,0,1,1,25,1,-10921639,1.960,2,1,2,3968,0.197,47.266,0.107,1.928
ID2184,2184,4,0.123,507.441,144.617,0,0,0,25,1,-10921639,2.000,2,1,2,4049,0.022,56.793,0.247,35.589
ID1507,1507,4,0.015,491.700,165.571,0,1,1,25,1,-10921639,1.061,1,1,2,2148,0.239,14.209,0.018,0.156
ID1202,1202,4,0.011,492.968,164.778,0,2,2,25,1,-10921639,1.062,1,1,2,2150,0.241,17.720,0.006,0.050
ID905,905,4,0.017,495.188,161.430,0,3,3,25,1,-10921639,1.073,1,1,2,2173,0.260,12.567,0.012,0.101
ID761,761,4,0.011,495.566,161.218,0,4,4,25,1,-10921639,1.064,1,1,2,2155,0.245,10.000,-0.003,-0.023
ID464,464,4,0.019,496.806,159.020,0,5,5,25,1,-10921639,1.060,1,1,2,2147,0.238,10.000,0.029,0.248
ID608,608,4,0.020,496.567,158.360,0,6,6,25,1,-10921639,1.059,1,1,2,2144,0.235,10.000,0.029,0.250
ID2071,2071,4,0.023,496.488,158.014,0,7,7,25,1,-10921639,1.064,1,1,2,2154,0.244,10.000,0.031,0.261
ID1748,1748,4,0.020,497.742,158.894,0,8,8,25,1,-10921639,1.063,1,1,2,2153,0.243,10.000,0.030,0.251
ID1349,1349,4,0.018,496.989,159.498,0,9,9,25,1,-10921639,1.063,1,1,2,2153,0.243,10.000,0.025,0.209
ID2312,2312,5,0.050,635.184,488.169,0,0,0,25,1,-10921639,1.968,2,1,2,3986,0.175,44.686,0.084,1.748
ID1573,1573,5,0.061,656.384,484.157,0,1,1,25,1,-10921639,1.841,2,1,2,3728,0.366,36.667,0.083,0.770
ID2376,2376,6,0.072,7.000,903.000,0,0,0,25,1,-10921639,0.933,0.767,0,2,1889.029,0.956,95.000,0.336,0.491
ID1625,1625,6,0.030,19.000,903.000,0,1,1,25,1,-10921639,0.906,1,0,2,1835.465,0.814,20.860,0.262,0.462
ID1316,1316,6,0.030,21.144,902.216,0,2,2,25,1,-10921639,0.926,1,0,2,1874.857,0.789,44.747,0.264,0.490
ID2250,2250,7,0.076,456.439,318.940,0,0,0,25,1,-10921639,1.901,2,1,2,3849,0.299,40.341,0.123,1.387
ID1537,1537,7,0.091,467.646,317.039,0,1,1,25,1,-10921639,1.945,2,1,2,3938,0.229,45.012,0.161,2.363
ID1235,1235,7,0.087,450.044,324.519,0,2,2,25,1,-10921639,1.784,2,1,2,3612,0.412,34.882,0.146,1.102
ID938,938,7,0.087,441.279,327.241,0,3,3,25,1,-10921639,1.887,2,1,2,3822,0.316,42.347,0.149,1.549
ID791,791,7,0.092,437.929,330.407,0,4,4,25,1,-10921639,1.916,2,1,2,3880,0.277,43.834,0.169,1.995
ID500,500,7,0.082,437.182,327.681,0,5,5,25,1,-10921639,1.904,2,1,2,3856,0.294,42.932,0.130,1.490
ID645,645,7,0.078,431.718,337.178,0,6,6,25,1,-10921639,1.985,2,1,2,4019,0.123,48.064,0.142,4.007
ID2165,2165,7,0.075,426.714,343.618,0,7,7,25,1,-10921639,1.955,2,1,2,3959,0.207,44.751,0.126,2.116
ID1824,1824,7,0.086,406.440,355.343,0,8,8,25,1,-10921639,1.944,2,1,2,3936,0.231,95.000,0.146,2.154
ID2188,2188,8,0.046,317.301,164.808,0,0,0,25,1,-10921639,1.700,2,1,2,3443,0.458,29.322,0.051,0.363
ID1505,1505,8,0.061,325.287,140.878,0,1,1,25,1,-10921639,1.701,2,1,2,3445,0.458,30.672,0.076,0.524
ID1199,1199,8,0.079,322.871,148.078,0,2,2,25,1,-10921639,1.788,2,1,2,3620,0.409,34.864,0.125,0.971
ID904,904,8,0.072,320.507,155.274,0,3,3,25,1,-10921639,1.762,2,1,2,3569,0.426,95.000,0.106,0.794
ID465,465,8,0.055,312.902,163.349,0,5,5,25,1,-10921639,1.809,2,1,2,3664,0.393,36.370,0.084,0.713
ID611,611,8,0.058,314.793,170.512,0,6,6,25,1,-10921639,1.712,2,1,2,3467,0.453,63.779,0.085,0.593
ID2077,2077,8,0.079,317.241,166.170,0,7,7,25,1,-10921639,1.771,2,1,2,3586,0.420,95.000,0.119,0.899
ID1752,1752,8,0.072,311.937,163.811,0,8,8,25,1,-10921639,1.783,2,1,2,3610,0.412,35.728,0.100,0.786
ID1350,1350,8,0.066,306.497,161.995,0,9,9,25,1,-10921639,1.686,2,1,2,3415,0.464,30.210,0.078,0.529
ID1975,1975,8,0.056,302.093,170.070,0,10,10,25,1,-10921639,1.582,2,1,2,3204,0.493,28.690,0.053,0.325
ID1055,1055,8,0.066,302.662,174.043,0,11,11,25,1,-10921639,1.614,2,1,2,3268,0.487,29.277,0.082,0.500
ID296,296,8,0.067,315.993,155.189,0,13,13,25,1,-10921639,1.813,2,1,2,3672,0.390,89.933,0.104,0.879
ID1653,1653,8,0.050,316.197,144.187,0,14,14,25,1,-10921639,1.737,2,1,2,3518,0.440,72.244,0.052,0.388
ID2404,2404,8,0.062,306.874,140.847,0,15,15,25,1,-10921639,1.680,2,1,2,3401,0.467,30.315,0.078,0.522
ID2190,2190,9,0.076,241.478,168.122,0,0,0,25,1,-10921639,1.741,2,1,2,3525,0.438,34.280,0.109,0.783
ID1510,1510,9,0.091,218.217,182.247,0,1,1,25,1,-10921639,1.838,2,1,2,3721,0.369,34.851,0.156,1.341
ID1204,1204,9,0.086,220.099,177.182,0,2,2,25,1,-10921639,1.937,2,1,2,3923,0.243,80.460,0.154,2.137
ID907,907,9,0.088,221.581,181.072,0,3,3,25,1,-10921639,1.939,2,1,2,3926,0.240,44.565,0.152,2.137
ID765,765,9,0.072,225.602,198.830,0,4,4,25,1,-10921639,1.893,2,1,2,3834,0.309,39.852,0.119,1.302
ID479,479,9,0.065,223.926,214.780,0,5,5,25,1,-10921639,1.913,2,1,2,3874,0.282,39.018,0.104,1.283
ID621,621,9,0.061,229.881,229.149,0,6,6,25,1,-10921639,1.917,2,1,2,3881,0.277,40.286,0.099,1.248
ID2103,2103,9,0.067,230.294,229.429,0,7,7,25,1,-10921639,1.879,2,1,2,3805,0.326,35.569,0.109,1.132
ID1777,1777,9,0.078,226.796,230.517,0,8,8,25,1,-10921639,1.919,2,1,2,3885,0.274,48.713,0.135,1.665
ID1363,1363,9,0.092,223.998,231.659,0,9,9,25,1,-10921639,1.896,2,1,2,3839,0.306,41.727,0.159,1.699
ID1984,1984,9,0.085,227.978,229.874,0,10,10,25,1,-10921639,1.947,2,1,2,3942,0.225,89.747,0.152,2.291
ID1064,1064,9,0.084,242.299,222.486,0,11,11,25,1,-10921639,1.958,2,1,2,3964,0.202,54.965,0.154,2.588
ID2580,2580,9,0.079,235.721,223.688,0,12,12,25,1,-10921639,1.956,2,1,2,3961,0.205,63.643,0.143,2.385
ID313,313,9,0.075,237.854,221.772,0,13,13,25,1,-10921639,1.950,2,1,2,3949,0.218,44.621,0.133,2.098
ID1672,1672,9,0.080,239.622,224.346,0,14,14,25,1,-10921639,1.913,2,1,2,3874,0.282,83.652,0.135,1.619
ID2416,2416,9,0.080,233.756,225.356,0,15,15,25,1,-10921639,1.894,2,1,2,3836,0.308,83.462,0.135,1.467
ID3310,3310,9,0.075,222.637,228.689,0,16,16,25,1,-10921639,1.887,2,1,2,3821,0.317,69.369,0.129,1.359
ID3839,3839,9,0.099,213.991,211.638,0,17,17,25,1,-10921639,1.907,2,1,2,3861,0.291,43.587,0.183,2.028
ID4763,4763,9,0.091,214.134,208.245,0,18,18,25,1,-10921639,1.902,2,1,2,3851,0.298,41.643,0.165,1.811
ID5336,5336,9,0.068,207.224,203.996,0,19,19,25,1,-10921639,1.704,2,1,2,3451,0.457,29.387,0.105,0.708
ID3133,3133,9,0.072,216.641,197.387,0,20,20,25,1,-10921639,1.733,2,1,2,3510,0.442,38.252,0.119,0.831
ID5509,5509,9,0.062,232.109,195.567,0,21,21,25,1,-10921639,1.663,2,1,2,3368,0.473,95.000,0.087,0.563
ID4402,4402,9,0.073,222.241,216.347,0,22,22,25,1,-10921639,1.950,2,1,2,3948,0.219,83.670,0.125,1.987
ID2747,2747,9,0.075,219.767,215.555,0,23,23,25,1,-10921639,2.000,2,1,2,4049,0.022,78.406,0.139,21.897
ID3481,3481,9,0.068,225.824,213.309,0,24,24,25,1,-10921639,1.994,2,1,2,4037,0.080,75.568,0.122,5.421
ID4018,4018,9,0.073,221.761,198.935,0,25,25,25,1,-10921639,1.976,2,1,2,4002,0.152,95.000,0.125,2.878
ID4938,4938,9,0.070,221.925,199.571,0,26,26,25,1,-10921639,1.988,2,1,2,4026,0.108,48.683,0.128,4.163
ID4578,4578,9,0.067,221.616,190.853,0,27,27,25,1,-10921639,1.972,2,1,2,3994,0.164,45.430,0.117,2.511
ID3652,3652,9,0.075,225.404,186.309,0,28,28,25,1,-10921639,1.955,2,1,2,3959,0.207,46.468,0.133,2.219
ID4210,4210,9,0.091,230.807,184.895,0,29,29,25,1,-10921639,1.992,2,1,2,4034,0.089,51.346,0.166,6.403
ID2932,2932,9,0.089,229.853,179.707,0,30,30,25,1,-10921639,1.973,2,1,2,3996,0.161,47.277,0.162,3.416
ID5124,5124,9,0.079,224.611,176.322,0,31,31,25,1,-10921639,1.980,2,1,2,4009,0.141,47.935,0.144,3.530
ID5901,5901,9,0.091,221.708,182.768,0,32,32,25,1,-10921639,1.981,2,1,2,4012,0.136,49.360,0.173,4.295
ID5700,5700,9,0.088,216.774,180.296,0,33,33,25,1,-10921639,1.969,2,1,2,3988,0.172,46.424,0.162,3.189
ID7337,7337,9,0.084,222.670,181.219,0,34,34,25,1,-10921639,1.976,2,1,2,4002,0.152,46.988,0.153,3.446
ID6045,6045,9,0.082,222.441,183.282,0,35,35,25,1,-10921639,1.971,2,1,2,3991,0.168,95.000,0.146,2.986
ID6301,6301,9,0.084,223.034,185.653,0,36,36,25,1,-10921639,1.981,2,1,2,4011,0.137,48.940,0.153,3.824
ID7136,7136,9,0.077,225.297,184.399,0,37,37,25,1,-10921639,1.977,2,1,2,4004,0.149,46.823,0.137,3.196
ID6722,6722,9,0.077,223.992,189.583,0,38,38,25,1,-10921639,1.983,2,1,2,4016,0.129,48.068,0.144,3.886
ID2192,2192,10,0.089,412.809,177.289,0,0,0,25,1,-10921639,1.972,2,1,2,3994,0.164,46.661,0.164,3.389
ID1506,1506,10,0.093,416.207,154.609,0,1,1,25,1,-10921639,1.966,2,1,2,3982,0.180,46.263,0.176,3.269
ID1200,1200,10,0.094,417.730,152.994,0,2,2,25,1,-10921639,1.901,2,1,2,3850,0.298,43.065,0.165,1.806
ID903,903,10,0.094,419.016,154.387,0,3,3,25,1,-10921639,1.952,2,1,2,3953,0.214,45.884,0.173,2.694
ID760,760,10,0.094,416.484,160.636,0,4,4,25,1,-10921639,1.885,2,1,2,3818,0.319,41.834,0.162,1.653
ID466,466,10,0.092,413.345,166.508,0,5,5,25,1,-10921639,1.853,2,1,2,3753,0.354,37.876,0.154,1.395
ID607,607,10,0.100,416.937,153.289,0,6,6,25,1,-10921639,1.934,2,1,2,3916,0.249,44.843,0.183,2.401
ID2069,2069,10,0.097,419.780,153.341,0,7,7,25,1,-10921639,1.859,2,1,2,3765,0.348,39.656,0.165,1.511
ID2320,2320,11,0.044,853.948,507.267,0,0,0,25,1,-10921639,1.619,2,1,2,3279,0.486,28.697,0.025,0.165
ID1574,1574,11,0.061,857.020,491.922,0,1,1,25,1,-10921639,1.813,2,1,2,3672,0.390,45.837,0.113,0.945
ID2196,2196,12,0.062,105.693,196.406,0,0,0,25,1,-10921639,1.641,2,1,2,3323,0.480,30.364,0.081,0.514
ID1508,1508,12,0.067,111.310,174.350,0,1,1,25,1,-10921639,1.818,2,1,2,3682,0.386,95.000,0.096,0.829
ID1201,1201,12,0.072,123.078,157.418,0,2,2,25,1,-10921639,1.608,2,1,2,3257,0.488,30.104,0.090,0.544
ID902,902,12,0.070,126.166,154.336,0,3,3,25,1,-10921639,1.616,2,1,2,3273,0.486,29.245,0.089,0.545
ID759,759,12,0.072,133.631,143.434,0,4,4,25,1,-10921639,1.572,2,1,2,3184,0.495,26.802,0.098,0.566
ID461,461,12,0.079,134.843,135.460,0,5,5,25,1,-10921639,1.615,2,1,2,3271,0.487,34.079,0.122,0.724
ID605,605,12,0.081,139.507,125.872,0,6,6,25,1,-10921639,1.546,2,1,2,3131,0.498,26.498,0.116,0.645
ID2060,2060,12,0.084,142.030,123.049,0,7,7,25,1,-10921639,1.598,2,1,2,3236,0.490,26.764,0.128,0.742
ID1740,1740,12,0.082,141.854,117.873,0,8,8,25,1,-10921639,1.599,2,1,2,3237,0.490,25.039,0.130,0.753
ID1344,1344,12,0.072,134.446,122.604,0,9,9,25,1,-10921639,1.680,2,1,2,3402,0.467,46.580,0.116,0.748
ID1963,1963,12,0.075,139.314,117.911,0,10,10,25,1,-10921639,1.701,2,1,2,3444,0.458,26.863,0.117,0.777
ID1046,1046,12,0.072,139.661,115.008,0,11,11,25,1,-10921639,1.681,2,1,2,3404,0.466,55.775,0.118,0.759
ID2563,2563,12,0.073,139.432,117.822,0,12,12,25,1,-10921639,1.612,2,1,2,3264,0.487,26.492,0.108,0.646
ID291,291,12,0.079,138.287,118.666,0,13,13,25,1,-10921639,1.662,2,1,2,3365,0.473,33.768,0.120,0.754
ID1650,1650,12,0.075,140.345,119.743,0,14,14,25,1,-10921639,1.671,2,1,2,3384,0.470,30.057,0.119,0.759
ID2399,2399,12,0.085,135.366,121.009,0,15,15,25,1,-10921639,1.846,2,1,2,3739,0.361,39.313,0.143,1.280
ID3289,3289,12,0.077,135.990,118.858,0,16,16,25,1,-10921639,1.877,2,1,2,3801,0.328,40.993,0.126,1.283
ID3822,3822,12,0.069,136.792,115.303,0,17,17,25,1,-10921639,1.849,2,1,2,3745,0.358,83.008,0.109,1.020
ID4746,4746,12,0.060,142.474,102.173,0,18,18,25,1,-10921639,1.697,2,1,2,3436,0.460,95.000,0.103,0.687
ID2198,2198,13,0.068,288.358,211.304,0,0,0,25,1,-10921639,1.867,2,1,2,3780,0.340,38.621,0.109,1.080
ID1512,1512,13,0.051,291.772,184.031,0,1,1,25,1,-10921639,1.658,2,1,2,3358,0.474,30.553,0.062,0.405
ID1206,1206,13,0.030,294.995,189.021,0,2,2,25,1,-10921639,1.495,1,1,2,3028,0.500,20.293,0.007,0.039
ID770,770,13,0.032,291.762,208.342,0,4,4,25,1,-10921639,1.976,2,1,2,4002,0.152,44.372,0.051,1.251
ID477,477,13,0.048,276.284,214.306,0,5,5,25,1,-10921639,1.983,2,1,2,4015,0.130,46.691,0.089,2.492
ID619,619,13,0.052,258.428,219.757,0,6,6,25,1,-10921639,1.987,2,1,2,4023,0.115,46.604,0.088,2.793
ID2099,2099,13,0.060,257.601,223.109,0,7,7,25,1,-10921639,1.964,2,1,2,3978,0.185,50.407,0.102,1.971
ID2326,2326,14,0.047,792.234,527.385,0,0,0,25,1,-10921639,1.907,2,1,2,3862,0.290,89.698,0.076,0.928
ID1577,1577,14,0.061,773.137,519.145,0,1,1,25,1,-10921639,1.924,2,1,2,3896,0.265,85.414,0.099,1.303
ID1270,1270,14,0.080,754.853,527.173,0,2,2,25,1,-10921639,1.888,2,1,2,3823,0.316,54.461,0.150,1.557
ID971,971,14,0.054,749.117,520.066,0,3,3,25,1,-10921639,1.875,2,1,2,3797,0.331,75.658,0.099,1.024
ID830,830,14,0.101,760.114,523.324,0,4,4,25,1,-10921639,1.985,2,1,2,4020,0.121,51.265,0.210,5.711
ID540,540,14,0.092,756.318,527.644,0,5,5,25,1,-10921639,1.956,2,1,2,3960,0.206,47.264,0.185,2.956
ID681,681,14,0.090,754.544,527.229,0,6,6,25,1,-10921639,1.904,2,1,2,3856,0.294,45.292,0.188,2.043
ID2226,2226,14,0.078,759.166,525.274,0,7,7,25,1,-10921639,1.905,2,1,2,3857,0.294,43.875,0.151,1.697
ID1895,1895,14,0.060,764.548,520.984,0,8,8,25,1,-10921639,1.836,2,1,2,3718,0.370,37.288,0.098,0.888
ID1425,1425,14,0.059,765.847,522.164,0,9,9,25,1,-10921639,1.962,2,1,2,3974,0.190,47.368,0.102,1.916
ID2061,2061,14,0.049,763.368,521.904,0,10,10,25,1,-10921639,1.895,2,1,2,3838,0.306,45.193,0.093,1.054
ID1123,1123,14,0.039,761.528,523.714,0,11,11,25,1,-10921639,1.796,2,1,2,3637,0.403,42.874,0.054,0.460
ID2648,2648,14,0.026,764.933,535.927,0,12,12,25,1,-10921639,1.730,2,1,2,3503,0.444,95.000,0.023,0.179
ID2200,2200,15,0.111,957.525,212.276,0,0,0,25,1,-10921639,1.908,2,1,2,3864,0.289,55.903,0.214,2.325
ID1511,1511,15,0.126,959.146,182.830,0,1,1,25,1,-10921639,1.954,2,1,2,3957,0.209,50.251,0.250,3.736
ID1205,1205,15,0.119,958.200,186.829,0,2,2,25,1,-10921639,1.976,2,1,2,4001,0.154,51.438,0.235,4.897
ID908,908,15,0.125,960.605,181.076,0,3,3,25,1,-10921639,1.991,2,1,2,4032,0.094,53.200,0.253,8.564
ID763,763,15,0.119,959.084,177.123,0,4,4,25,1,-10921639,1.990,2,1,2,4030,0.099,50.833,0.239,7.759
ID468,468,15,0.112,961.642,174.833,0,5,5,25,1,-10921639,1.977,2,1,2,4003,0.151,51.637,0.218,4.699
ID614,614,15,0.094,969.942,187.176,0,6,6,25,1,-10921639,1.978,2,1,2,4006,0.146,53.583,0.166,3.867
ID2086,2086,15,0.088,971.349,187.109,0,7,7,25,1,-10921639,1.973,2,1,2,3996,0.161,46.202,0.154,3.273
ID2330,2330,16,0.056,1022.600,538.682,0,0,0,25,1,-10921639,1.960,2,1,2,3968,0.197,48.277,0.098,1.779
ID1584,1584,16,0.075,1041.592,548.015,0,1,1,25,1,-10921639,1.917,2,1,2,3882,0.276,40.347,0.121,1.501
ID1276,1276,16,0.079,1054.545,546.133,0,2,2,25,1,-10921639,1.936,2,1,2,3921,0.244,55.041,0.131,1.839
ID976,976,16,0.055,1048.689,532.846,0,3,3,25,1,-10921639,1.958,2,1,2,3965,0.201,95.000,0.088,1.572
ID831,831,16,0.053,1046.299,527.636,0,4,4,25,1,-10921639,1.982,2,1,2,4013,0.134,46.384,0.088,2.392
ID2333,2333,17,0.023,844.000,549.000,0,0,0,25,1,-10921639,1.863,2,1,2,3772,0.344,30.833,0.030,0.318
ID1585,1585,17,0.044,836.319,550.506,0,1,1,25,1,-10921639,1.827,2,1,2,3700,0.378,46.466,0.079,0.709
ID1275,1275,17,0.053,828.337,542.585,0,2,2,25,1,-10921639,1.787,2,1,2,3618,0.410,95.000,0.081,0.655
ID977,977,17,0.044,826.560,542.131,0,3,3,25,1,-10921639,1.957,2,1,2,3963,0.203,45.101,0.071,1.279
ID834,834,17,0.075,823.900,539.194,0,4,4,25,1,-10921639,1.939,2,1,2,3926,0.240,44.953,0.132,1.886
ID543,543,17,0.074,839.378,530.771,0,5,5,25,1,-10921639,1.990,2,1,2,4029,0.101,48.488,0.143,4.899
ID683,683,17,0.072,831.997,539.771,0,6,6,25,1,-10921639,1.941,2,1,2,3930,0.236,87.576,0.131,1.898
ID2231,2231,17,0.069,837.545,539.002,0,7,7,25,1,-10921639,1.943,2,1,2,3935,0.231,48.519,0.123,1.844
ID1897,1897,17,0.053,845.817,544.652,0,8,8,25,1,-10921639,1.908,2,1,2,3864,0.289,95.000,0.080,0.975
ID2206,2206,18,0.061,97.000,219.000,0,0,0,25,1,-10921639,1.920,2,1,2,3889,0.271,36.839,0.095,1.229
ID1518,1518,18,0.067,85.821,222.601,0,1,1,25,1,-10921639,1.899,2,1,2,3846,0.301,40.995,0.111,1.259
ID1215,1215,18,0.065,83.241,227.979,0,2,2,25,1,-10921639,1.895,2,1,2,3837,0.307,42.802,0.108,1.202
ID917,917,18,0.059,89.754,222.425,0,3,3,25,1,-10921639,1.926,2,1,2,3901,0.261,45.226,0.100,1.343
ID772,772,18,0.061,90.306,219.402,0,4,4,25,1,-10921639,1.916,2,1,2,3879,0.278,40.425,0.099,1.245
ID481,481,18,0.063,92.988,222.548,0,5,5,25,1,-10921639,1.873,2,1,2,3793,0.333,38.408,0.095,0.975
ID620,620,18,0.065,96.358,222.520,0,6,6,25,1,-10921639,1.876,2,1,2,3799,0.330,37.151,0.101,1.041
ID2101,2101,18,0.065,96.142,224.709,0,7,7,25,1,-10921639,1.868,2,1,2,3782,0.339,35.840,0.098,0.987
ID1771,1771,18,0.060,91.006,224.856,0,8,8,25,1,-10921639,1.892,2,1,2,3832,0.310,36.681,0.093,1.038
ID1360,1360,18,0.061,91.783,225.731,0,9,9,25,1,-10921639,1.890,2,1,2,3828,0.313,34.795,0.098,1.082
ID1983,1983,18,0.071,92.686,229.641,0,10,10,25,1,-10921639,1.836,2,1,2,3718,0.370,43.065,0.112,1.000
ID1066,1066,18,0.064,91.037,229.419,0,11,11,25,1,-10921639,1.893,2,1,2,3834,0.309,44.843,0.104,1.157
ID2582,2582,18,0.060,89.039,230.090,0,12,12,25,1,-10921639,1.865,2,1,2,3777,0.342,40.362,0.095,0.945
ID315,315,18,0.052,88.948,231.685,0,13,13,25,1,-10921639,1.864,2,1,2,3775,0.343,33.926,0.078,0.786
ID1674,1674,18,0.052,90.413,230.994,0,14,14,25,1,-10921639,1.852,2,1,2,3750,0.355,34.878,0.074,0.720
ID2419,2419,18,0.051,92.059,234.824,0,15,15,25,1,-10921639,1.810,2,1,2,3666,0.392,33.897,0.067,0.582
ID3311,3311,18,0.054,97.977,231.236,0,16,16,25,1,-10921639,1.894,2,1,2,3836,0.308,33.750,0.083,0.947
ID3845,3845,18,0.038,79.124,237.984,0,17,17,25,1,-10921639,1.700,2,1,2,3442,0.458,21.332,0.038,0.273
ID4769,4769,18,0.028,84.187,240.607,0,18,18,25,1,-10921639,1.613,2,1,2,3267,0.487,29.018,0.014,0.092
ID5345,5345,18,0.029,78.109,245.456,0,19,19,25,1,-10921639,1.559,2,1,2,3156,0.497,20.974,0.024,0.147
ID3141,3141,18,0.049,83.090,239.255,0,20,20,25,1,-10921639,1.722,2,1,2,3487,0.448,33.928,0.075,0.534
ID5518,5518,18,0.063,87.082,235.284,0,21,21,25,1,-10921639,1.723,2,1,2,3489,0.448,33.158,0.097,0.678
ID4406,4406,18,0.055,105.682,231.346,0,22,22,25,1,-10921639,1.718,2,1,2,3478,0.450,59.874,0.094,0.658
ID2753,2753,18,0.027,112.466,233.989,0,23,23,25,1,-10921639,1.574,2,1,2,3188,0.495,18.627,0.020,0.125
ID3482,3482,18,0.060,103.277,223.710,0,24,24,25,1,-10921639,1.824,2,1,2,3694,0.381,59.879,0.094,0.821
ID4022,4022,18,0.065,101.249,226.934,0,25,25,25,1,-10921639,1.884,2,1,2,3816,0.320,50.749,0.113,1.193
ID4943,4943,18,0.055,104.616,221.817,0,26,26,25,1,-10921639,1.911,2,1,2,3870,0.285,90.356,0.090,1.114
ID4589,4589,18,0.032,94.767,233.292,0,27,27,25,1,-10921639,1.499,1,1,2,3036,0.500,22.945,-2.470E-4,-0.001
ID4220,4220,18,0.066,94.271,237.110,0,29,29,25,1,-10921639,1.660,2,1,2,3362,0.474,26.734,0.099,0.631
ID2945,2945,18,0.074,89.580,238.440,0,30,30,25,1,-10921639,1.652,2,1,2,3346,0.476,29.243,0.111,0.691
ID2270,2270,19,0.075,764.832,377.043,0,0,0,25,1,-10921639,1.708,2,1,2,3459,0.455,33.586,0.114,0.766
